series,class,d_mm,P_mm,d2_mm,As_mm2,Dk_mm,Lk_mm,Eb_MPa,Ec_MPa,muG,muK,MA_Nm,FA_N,deltaZ_mm,deltaS_mm_per_N,deltaP_mm_per_N,Phi,F_proof_N,FM_target_N,FM_N,k_vdi,k_meas,delta_k,Fb_max_N,Fk_residual_N,sigma_b_MPa,SF_yield,SF_ult,pass_fail,fail_reason
M12,8.8,12.0,1.75,10.863,84.3,24.722352282700164,34.24994114745037,200380.690222027,205773.60175437597,0.13341571242153585,0.09606063838356535,71.29610476797276,1062.018357188011,0.0077177619474507195,3.7154976657225997e-06,5.66004213416045e-07,0.13219758612599605,53952.0,37766.399999999994,37766.399999999994,0.6999999999999998,0.6999999999999998,0.0,37906.79626324175,35042.19503552995,449.66543610013935,1.4232803960886904,1.7791004951108629,1,ok
M16,10.9,16.0,2.0,14.701,157.0,31.299033004060107,31.97771532691726,200126.36214499414,207116.94484128084,0.07832771808459918,0.0926498859238264,225.66816331627902,24920.287564250306,0.010951131430303258,2.0894838565396137e-06,2.960217993416608e-07,0.12409184552207729,147580.0,103306.0,103306.0,0.7,0.7,0.0,106398.4044747887,76887.42084435883,677.6968437884631,1.3870508747616546,1.5346094784597029,1,ok
M8,8.8,8.0,1.25,7.188,36.6,14.640739763600209,53.94199301300047,204172.67063680175,201378.24191353936,0.12158806606979117,0.1529226445076635,26.84717019701856,3418.3041911651144,0.019683217226737156,6.3134138798461195e-06,2.900264387046014e-06,0.31477812693630147,23424.0,16396.8,16396.8,0.7,0.7,0.0,17472.80739059346,11918.199254730647,477.39910903260824,1.340597390927023,1.6757467386587788,1,ok
M8,12.9,8.0,1.25,7.188,36.6,14.48340050761433,25.771580298905114,209184.9847767808,200877.65119168482,0.1384448032957066,0.08799048692621039,30.92464763109246,4909.238847814885,0.0062350362876890525,3.7069163386915183e-06,1.5049615313556032e-06,0.2887561007529895,40260.0,28182.0,28182.0,0.7,0.7,0.0,29599.572667360124,23494.021004250382,808.7314936437192,1.3601547715719318,1.5085352921070514,1,ok
M20,10.9,20.0,2.5,18.376,245.0,48.950235700170325,22.194906741260322,205295.77948032063,201461.12107585408,0.1723597326967825,0.10481321027987751,625.5623036368575,14925.132845530838,0.0065181878494456015,1.013698705111778e-06,7.675546265251982e-08,0.07038852702070698,230300.0,161210.0,161210.0,0.7,0.7,0.0,162260.55811658528,141357.92704863075,662.287992312593,1.4193221240773,1.5703138394046723,1,ok
M24,8.8,24.0,3.0,22.051,353.0,40.99720454250507,22.42102022363593,204574.14081086405,208486.09874572564,0.12643946320029967,0.08926872506396773,481.74284380954686,19861.55951909508,0.019510662384693674,1.8370151106209373e-06,1.478951600265422e-07,0.07450974596362919,225920.0,158144.0,158144.0,0.7,0.7,0.0,159623.87975420928,129932.82684530506,452.1922939212727,1.4153270823129613,1.7691588528912017,1,ok
M8,12.9,8.0,1.25,7.188,36.6,18.88388106548245,79.39553313539135,204876.15800038836,201983.7829157481,0.16680558863306538,0.1220239757101062,48.6779082604458,2746.399710112303,0.00905594988507418,5.045194971515676e-06,1.9447683041675637e-06,0.2782229644800917,40260.0,28182.0,28182.0,0.7,0.7,0.0,28946.11146899471,24904.14702872451,790.877362540839,1.3908603939124615,1.542590618702912,1,ok
M16,10.9,16.0,2.0,14.701,157.0,35.318101352217965,42.53730167556885,200987.94580515227,202807.94046348828,0.1254025847129836,0.16328995603749366,408.9047488443341,6095.227554244556,0.01596076986312993,2.38009601401275e-06,2.902894550853253e-07,0.10870694828315208,147580.0,103306.0,103306.0,0.7,0.7,0.0,103968.5935865133,91896.41249959367,662.2203413153713,1.4194671189545063,1.5704742592688155,1,ok
M24,8.8,24.0,3.0,22.051,353.0,49.65628185120532,49.933441085717334,207368.77668902712,204513.91992347685,0.14827709062515593,0.12068244351024092,707.9066542994352,259.7547493888705,0.012820963237824848,1.1573151637764126e-06,2.0256080634430266e-07,0.14895535386680997,225920.0,158144.0,158144.0,0.7,0.7,0.0,158182.6918606138,148494.89843745768,448.10960867029405,1.4282219966206824,1.785277495775853,1,ok
M8,8.8,8.0,1.25,7.188,36.6,19.24031562746327,24.919835337267436,207863.90251488314,201482.80136849303,0.13935710615942698,0.10108295651091859,24.38595932770255,2190.3757518849015,0.003630722046136368,5.198498266303072e-06,5.555349425472128e-07,0.09654705184751868,23424.0,16396.8,16396.8,0.7,0.7,0.0,16608.274321282777,13786.911240275072,453.77798692029444,1.4103813284191224,1.762976660523903,1,ok
M24,12.9,24.0,3.0,22.051,353.0,49.649167981429216,45.496678908422666,200717.11477086286,204992.33097858884,0.14298961343862873,0.09277847046818077,993.0991244936142,4402.830738208742,0.014412653904857478,1.952001243248626e-06,1.6235349861330924e-07,0.0767863099785886,388300.0,271810.0,271810.0,0.7,0.7,0.0,272148.07712584734,260928.673170523,770.9577255689726,1.4267967795357284,1.5824473373032624,1,ok
M20,12.9,20.0,2.5,18.376,245.0,39.910160476590185,30.49621068633563,200736.4528600108,205716.88276391666,0.14314657730098002,0.1260500568808273,704.9009946157604,57759.13979378462,0.004599237495186079,1.4021854914441164e-06,1.9798002266947468e-07,0.12372471530180762,269500.0,188650.0,188650.0,0.7,0.7,0.0,195796.23312706331,135162.8672269038,799.1682984778095,1.3764309746710301,1.526587080998779,1,ok
M12,10.9,12.0,1.75,10.863,84.3,19.313600540538605,67.84717353165809,209895.5140302886,202557.27020411647,0.10937406887684613,0.1246965136786998,103.47586102172697,17460.646078255217,0.01815853674195875,2.530675430378813e-06,2.3723505345734526e-06,0.4838543690226102,79242.0,55469.399999999994,55469.399999999994,0.7,0.7,0.0,63917.809890921286,42753.62708417242,758.2183854201813,1.2397483602024248,1.3716364836282149,1,ok
M20,10.9,20.0,2.5,18.376,245.0,34.13044153803948,27.601498040874645,202058.51872645676,207768.8188240504,0.15193887243852777,0.08615228109523991,411.0940249503145,31933.940957969433,0.013260061740326021,1.9952848543415746e-06,3.1300902016279694e-07,0.13560189351106997,230300.0,161210.0,161210.0,0.7,0.7,0.0,165540.30286117137,127861.83262693153,675.6747055558016,1.3912019974564058,1.5392022099517682,1,ok
M12,10.9,12.0,1.75,10.863,84.3,27.06025429452791,31.038504510509693,206909.08311563,209284.1031045336,0.13524636658972097,0.10092802428902702,116.35539782760864,8646.665603797604,0.0030698754732443527,3.273583302428975e-06,3.710672894382601e-07,0.10181148510265127,79242.0,55469.399999999994,55469.399999999994,0.7,0.7,0.0,56349.72986630864,46860.768027010556,668.4428216643967,1.4062534139560905,1.555854840972696,1,ok
M12,8.8,12.0,1.75,10.863,84.3,29.774158224351478,27.829254935361018,203745.16774422475,204342.82551120542,0.20546354542730788,0.11621673189141775,99.80078393277334,1738.2499088722361,0.007767544899972459,3.3087173194837736e-06,2.5732947336429647e-07,0.07216099179640234,53952.0,37766.399999999994,37766.399999999994,0.6999999999999998,0.6999999999999998,0.0,37891.83383741422,33975.38903902154,449.48794587679976,1.4238424097259723,1.7798030121574655,1,ok
M16,8.8,16.0,2.0,14.701,157.0,24.962640943733092,24.670722628444636,203943.3623888297,203889.46537995682,0.13950722098525306,0.10279384670010029,150.1488338639321,20413.627804030435,0.014612638498607718,2.836126582455146e-06,4.947776156109673e-07,0.14854153292617356,100480.0,70336.0,70336.0,0.7,0.7,0.0,73368.27156659504,48567.65523641856,467.3138316343633,1.3695293327006641,1.71191166587583,1,ok
M20,12.9,20.0,2.5,18.376,245.0,44.1944189502777,61.80041174697009,202036.9347796836,204881.4171311494,0.14695921908533324,0.11518663268447348,713.5728942752743,2289.236345033273,0.012846281294875334,2.397133951125936e-06,2.9374807579170624e-07,0.1091642342002594,269500.0,188650.0,188650.0,0.7,0.7,0.0,188899.90273250896,181836.66248601498,771.0200111530978,1.4266815181033974,1.5823195018964953,1,ok
M12,10.9,12.0,1.75,10.863,84.3,27.922392171881473,79.57233862251232,209569.7192791851,209054.88313161186,0.10567059702609796,0.09249016603624745,108.72347313120859,10615.753144484413,0.0062492162925124415,3.204001790708893e-06,8.250505508279079e-07,0.2047753369501298,79242.0,55469.399999999994,55469.399999999994,0.7,0.7,0.0,57643.24442714119,45476.452536377095,683.7870038806784,1.3746970835439145,1.5209414541336927,1,ok
M12,8.8,12.0,1.75,10.863,84.3,19.40018426384404,69.81129946719194,208644.63335708657,206544.35632757086,0.09558348570410437,0.15069622243200495,80.8315352692182,2638.0703633593753,0.014145526568404915,1.7673049858580084e-06,3.0073237241100606e-06,0.6298549912020641,53952.0,37766.399999999994,37766.399999999994,0.6999999999999998,0.6999999999999998,0.0,39428.00178550414,33827.28711456267,467.7105787129791,1.3683675955355077,1.7104594944193845,1,ok
M10,8.8,10.0,1.5,9.026,58.0,15.765089473317836,59.31653737885332,208257.85126423684,200085.06455428753,0.12989368145710292,0.12509656365486577,40.79933923295042,1293.2831583935024,0.008910698639801816,1.7051160019396402e-06,3.1189444856699906e-06,0.6465392574742482,37120.0,25984.0,25984.0,0.7,0.7,0.0,26820.158332931685,23679.738584379636,462.4165229815808,1.3840335891836044,1.7300419864795056,1,ok
M16,10.9,16.0,2.0,14.701,157.0,37.43541296595291,57.76406669489015,206250.55906848502,207614.7518613042,0.16696364254565846,0.13701161612653273,380.7761244006065,26234.72138153382,0.010403419197538856,1.9265970090165345e-06,3.3619033412878034e-07,0.14857354366383796,147580.0,103306.0,103306.0,0.7,0.7,0.0,107203.78552268793,76371.45171899963,682.826659380178,1.3766304919220143,1.5230805442541433,1,ok
M8,12.9,8.0,1.25,7.188,36.6,18.427298766217312,46.34666093394459,207856.151964485,203870.1944511734,0.17334528216582526,0.17729842847853958,64.62810845326909,203.7277908206796,0.01597905499603255,5.0024783281529395e-06,1.1089458592789499e-06,0.18145457184259783,40260.0,28182.0,28182.0,0.7,0.7,0.0,28218.967339055805,25400.61904310092,771.0100365862241,1.4266999751007574,1.5823399723844764,1,ok
M20,12.9,20.0,2.5,18.376,245.0,40.08661147100562,31.19376743152163,204636.90213715102,202358.23584949892,0.1220764580060597,0.11217421215498317,634.7862025345902,16537.31818743867,0.011657637353946941,8.004802601527917e-07,2.0705711520135976e-07,0.20550812333743823,269500.0,188650.0,188650.0,0.7,0.7,0.0,192048.55322573462,163940.80833343125,783.871645819325,1.403290967171352,1.5563772544991359,1,ok
M24,10.9,24.0,3.0,22.051,353.0,58.890783472037164,48.02534529437159,208495.96476779273,208510.64647629802,0.19581768645045547,0.16071695382554554,1546.4557657603912,45295.64827158037,0.007035212475611823,1.6796898208202876e-06,1.1195290242447763e-07,0.062486175938986685,331820.0,232273.99999999997,232273.99999999997,0.7,0.7,0.0,235104.3518471684,185882.0208813561,666.0179939013269,1.411373279111832,1.5615193726343675,1,ok
M12,8.8,12.0,1.75,10.863,84.3,21.564943552497727,49.037212317476175,201280.5931152186,206422.6747932104,0.12247526080491908,0.155442744704831,91.98456444291035,6141.023260060293,0.019402985508716556,1.7278709478622621e-06,1.3482186581133576e-06,0.43828978697314425,53952.0,37766.399999999994,37766.399999999994,0.6999999999999998,0.6999999999999998,0.0,40457.94777644894,28009.24561424475,479.928206126322,1.3335327905931529,1.666915988241441,1,ok
M8,8.8,8.0,1.25,7.188,36.6,15.811191155334505,72.69127010583878,204753.52999236365,203761.7022761067,0.18656036840916546,0.11881088725706483,24.645328038276933,6047.46523913147,0.014838524035694902,3.3214347574862078e-06,2.7336717291079967e-06,0.4514655085191732,23424.0,16396.8,16396.8,0.7,0.7,0.0,19127.02196943651,10628.976535134752,522.5962286731287,1.224654838449484,1.5308185480618548,1,ok
M12,12.9,12.0,1.75,10.863,84.3,26.286802835540588,38.61197672189939,209353.10062221473,200307.0306006299,0.13940118632005988,0.10344981126840982,136.1860785070849,22315.74403285467,0.008525628396265915,2.247346303217427e-06,5.001893552497261e-07,0.18205017784147018,92730.0,64910.99999999999,64910.99999999999,0.7,0.7,0.0,68973.58516984592,43554.83194765015,818.1919948973418,1.3444277221729803,1.491092564591851,1,ok
M20,8.8,20.0,2.5,18.376,245.0,38.80126143635688,44.3463000098217,202612.45191502743,200377.8599139202,0.11291304682078014,0.09319786198614598,310.32034893004294,242.05837521926395,0.016546856798659595,2.3353902102548718e-06,2.9677599102295407e-07,0.11274971575840446,156800.0,109760.0,109760.0,0.7,0.7,0.0,109787.29201300291,103258.83090583356,448.11139597144046,1.4282163001290626,1.7852703751613281,1,ok
M16,8.8,16.0,2.0,14.701,157.0,28.096615860462105,29.193921864631243,202417.148542612,207308.80364732374,0.21790155092070124,0.14504661419647882,224.69075880944533,24437.368841409563,0.01878601681660019,2.4616996850006553e-06,3.7674032985629573e-07,0.1327279519328797,100480.0,70336.0,70336.0,0.7,0.7,0.0,73579.52191694867,42523.7229807439,468.659375267189,1.3655973480422268,1.7069966850527833,1,ok
M12,10.9,12.0,1.75,10.863,84.3,21.20287959675831,79.15533868292071,205335.72133369124,200551.86022233145,0.11596942734172766,0.09445324301837554,91.0607925524962,17351.33257245337,0.006804379828544439,2.3906199275461457e-06,1.9337659224014266e-06,0.4471770072101386,79242.0,55469.399999999994,55469.399999999994,0.7,0.7,0.0,63228.51697085749,44303.69395036121,750.0417197017496,1.2532636189541382,1.386589535864153,1,ok
M24,10.9,24.0,3.0,22.051,353.0,37.870040409788565,62.42136850612365,209057.99065821472,206993.96407597745,0.16948388379049475,0.1399233297261681,963.6570556677041,88775.70887077405,0.01674078224179287,8.014052943319306e-07,7.474589147223568e-07,0.4825851810332319,331820.0,232273.99999999997,232273.99999999997,0.7,0.7,0.0,275115.84153675596,175531.70792226953,779.3649901891104,1.2061101176380942,1.3344197046208701,1,ok
M8,10.9,8.0,1.25,7.188,36.6,16.063245249489075,75.91320410560343,207420.70318294325,208434.87729624758,0.15767240305231692,0.14180990944205935,40.97634044864709,7440.606834879873,0.01555538738042847,3.142239711658231e-06,2.5742605826685123e-06,0.4503210793539711,34404.0,24082.8,24082.8,0.7,0.7,0.0,27433.46210093164,17271.717055691453,749.5481448341977,1.25408888872366,1.3875026002900068,1,ok
M12,8.8,12.0,1.75,10.863,84.3,24.912792035451226,70.03619313305752,200503.41667933317,207160.13511485,0.10468092106992792,0.13815291928600837,92.78050471438242,1980.9448654118205,0.01625341939486116,1.5182764469945385e-06,9.763300101572338e-07,0.3913763661431242,53952.0,37766.399999999994,37766.399999999994,0.6999999999999998,0.6999999999999998,0.0,38541.69500295475,30045.32589166065,457.19685650005636,1.399834646500727,1.7497933081259087,1,ok
M10,12.9,10.0,1.5,9.026,58.0,23.468911434026182,51.4026695999285,200988.0679052412,209483.59552328088,0.12897197015170667,0.09105570983801727,74.33371359586559,14224.224875239739,0.007757763399127221,4.313924562885533e-06,7.96183465674086e-07,0.1558056035653918,63800.0,44660.0,44660.0,0.7,0.7,0.0,46876.213941936585,31133.867853648073,808.2105852058032,1.361031419453502,1.509507574302975,1,ok
M12,12.9,12.0,1.75,10.863,84.3,24.6627303325709,64.7026429648514,203897.50682392277,208447.80686997206,0.16045847697315693,0.12291279006555883,150.30807502243735,17399.06936163068,0.007098266532681128,4.112117954384649e-06,9.944543545057424e-07,0.19474009068165485,92730.0,64910.99999999999,64910.99999999999,0.7,0.7,0.0,68299.29634526036,49510.201325846814,810.1933137041561,1.3577006640191398,1.5058134637303187,1,ok
M24,10.9,24.0,3.0,22.051,353.0,50.18196132028911,37.48650997485639,200538.89218405852,201666.7302926379,0.10239368743299244,0.07625454804758809,710.3300696717195,35224.17424512394,0.01969223890662047,1.1819075657197337e-06,1.3147209485968942e-07,0.10010212492683793,331820.0,232273.99999999997,232273.99999999997,0.7,0.7,0.0,235800.01469073008,185582.2787987531,667.9887101720399,1.4072094119044376,1.5569125408304416,1,ok
M8,12.9,8.0,1.25,7.188,36.6,17.303170991759785,65.13228013081277,202830.21125052366,208761.3008874203,0.10622928662089445,0.11415514469617713,41.33618889293083,4117.450050949371,0.012720930643814932,3.4741567163943784e-06,1.9252491549243395e-06,0.35656685213296035,40260.0,28182.0,28182.0,0.7,0.7,0.0,29650.146203481716,23176.709040804428,810.1132842481343,1.357834788527026,1.5059622200027016,1,ok
M24,12.9,24.0,3.0,22.051,353.0,52.66636780418507,51.767005315524344,200937.53809478265,202001.57357239604,0.14271346468435767,0.09175156759458895,1028.4391834339656,95414.93967169657,0.017675243909105787,1.39468872677795e-06,1.7194480660082141e-07,0.1097543253973293,388300.0,271810.0,271810.0,0.7,0.7,0.0,282282.20233649394,175584.95347600742,799.6662955708043,1.3755737938346102,1.5256363895256586,1,ok
M8,12.9,8.0,1.25,7.188,36.6,16.30241934309907,64.95519981594103,203162.28877648956,205624.69005221408,0.1831379411899232,0.13636712864519096,47.88046129711664,2807.709531880004,0.015963940478231596,2.913937296994988e-06,2.363226904374694e-06,0.44782137037944003,40260.0,28182.0,28182.0,0.7,0.7,0.0,29439.35233019392,23606.54449379495,804.3538888031126,1.3675572596992254,1.5167453243936861,1,ok
M16,8.8,16.0,2.0,14.701,157.0,24.855150805468547,22.3199716796401,208814.68713524553,202320.01605066538,0.15942688637495983,0.07821146208911156,128.06799196591072,16476.976482290997,0.012735466448180383,2.2587978800468776e-06,4.6531818358184076e-07,0.1708143752737185,100480.0,70336.0,70336.0,0.7,0.7,0.0,73150.50444422229,51998.44578822397,465.926779899505,1.3736063854025318,1.7170079817531645,1,ok
M16,10.9,16.0,2.0,14.701,157.0,24.91375487093368,75.4255668383579,203449.95189747773,209098.53457848073,0.174700823421656,0.10479354699568702,231.7668669200389,27510.60245742012,0.01836846493419926,1.228175107898092e-06,1.6171948784552698e-06,0.5683601381231527,147580.0,103306.0,103306.0,0.7,0.7,0.0,118941.92981255044,84975.7644503777,757.5919096340792,1.2407735458183877,1.372770731543748,1,ok
M24,8.8,24.0,3.0,22.051,353.0,47.08694299679458,62.25857302391178,200265.81495455114,203473.53848902043,0.1176475794009813,0.11162966487109065,623.2768354269906,50987.13170544945,0.010428239875146756,7.861718450275885e-07,2.8572712449811805e-07,0.26656161879187784,225920.0,158144.0,158144.0,0.7,0.7,0.0,171735.2123649593,111019.32807029797,486.5020180310462,1.3155135565319656,1.644391945664957,1,ok
M20,8.8,20.0,2.5,18.376,245.0,35.11744472680549,63.647993034767964,203027.90823136503,209142.38969486626,0.13250958456697326,0.10773831178436694,327.29481249411435,6412.01584292806,0.006126211141057716,2.2481955927964105e-06,6.158744887387407e-07,0.21503471325975024,156800.0,109760.0,109760.0,0.7,0.7,0.0,111138.80598820101,102587.80228301574,453.6277795436776,1.4108483405575418,1.7635604256969273,1,ok
M12,12.9,12.0,1.75,10.863,84.3,20.817986408973802,74.85077591647786,203560.1258662561,206230.4260816087,0.14708195498498033,0.11203667646567585,122.48320124461242,22837.868048993856,0.003840074030455204,3.2653892265686066e-06,2.2924375804874537e-06,0.4124701362728755,92730.0,64910.99999999999,64910.99999999999,0.7,0.7,0.0,74330.93854635043,50802.139641868256,881.7430432544535,1.2475289807107237,1.3836230513337118,1,ok
M16,12.9,16.0,2.0,14.701,157.0,36.60261632774712,69.97499064661014,209902.5473839545,208429.27638231887,0.13971583542155316,0.1262224871392213,402.1510276558696,1850.9163900474232,0.013180220131584184,1.7901621197933615e-06,4.479247527860545e-07,0.20013733974044406,172700.0,120889.99999999999,120889.99999999999,0.7,0.7,0.0,121260.43748238606,113520.46455344126,772.3594744101023,1.4242072978261018,1.5795753666798584,1,ok
M8,10.9,8.0,1.25,7.188,36.6,12.141243210198407,76.17868463545938,209897.6119232979,200336.50805709296,0.20327380706626264,0.1872953224754465,42.18448477875661,8527.900171865454,0.012981960122370578,2.3860472052637395e-06,8.799747468124744e-06,0.7866895222973961,34404.0,24082.8,24082.8,0.7,0.7,0.0,30791.609712404716,21103.133962189404,841.3008118143365,1.1173173575962805,1.2361809062767357,0,yield_margin
M20,10.9,20.0,2.5,18.376,245.0,46.42201542242137,49.988875235692724,200020.40636445224,207683.98632752305,0.16220188605690297,0.14807180118646257,783.736261206788,48753.903444665346,0.01867811816172557,2.3173034602886486e-06,2.0521290975807078e-07,0.08135245907413875,230300.0,161210.0,161210.0,0.7,0.7,0.0,165176.24993468664,109017.78873035069,674.1887752436189,1.3942682443212286,1.5425946532915722,1,ok
M8,12.9,8.0,1.25,7.188,36.6,18.38273919425569,23.272893714867084,204629.73110459244,208027.81791768025,0.14762878500150395,0.12986400553115351,49.41254772114073,7586.462455291501,0.015451695756762958,5.746583369321774e-06,5.537378871762042e-07,0.08789042092180525,40260.0,28182.0,28182.0,0.7,0.7,0.0,28848.777378503044,18809.78986493352,788.2179611612853,1.3955530756738463,1.5477952293837205,1,ok
M12,8.8,12.0,1.75,10.863,84.3,20.11257959772665,39.21252784805583,205185.85498557583,209971.0912813116,0.16599291247195258,0.13407463279004594,80.48210226672795,2416.0390001350365,0.008673201290999326,3.4209133597673547e-06,1.1369818495503004e-06,0.24945326676795485,53952.0,37766.399999999994,37766.399999999994,0.6999999999999998,0.6999999999999998,0.0,38369.08882122246,34050.153661195734,455.14933358508256,1.4061319061128816,1.757664882641102,1,ok
M10,10.9,10.0,1.5,9.026,58.0,19.20785499925959,53.04381262787129,207898.45240413648,208101.02400318114,0.11678039656718124,0.12649771706510715,69.33012989886055,8297.094061673843,0.0037997218678124853,4.321517693101147e-06,1.329137251899002e-06,0.23521826493317527,54520.0,38164.0,38164.0,0.7,0.7,0.0,40115.62806917427,31146.094811549425,691.6487598133496,1.3590713301555999,1.5036533865551318,1,ok
M20,12.9,20.0,2.5,18.376,245.0,32.1273246619174,70.62218815203269,209857.63542686903,208570.2188166697,0.15689571835575525,0.12458302439193027,600.029066128214,17061.609060048682,0.003036529344338618,1.639737461947581e-06,8.967605475996538e-07,0.35354277599442135,269500.0,188650.0,188650.0,0.7,0.7,0.0,194682.00863002118,176423.26504319216,794.6204433878415,1.3843087088348514,1.5353242043441078,1,ok
M8,8.8,8.0,1.25,7.188,36.6,12.824387046041739,78.21945920922678,201104.62372519245,208117.38587530016,0.14414181512529142,0.16504001577572983,26.108785017625245,4386.221346786946,0.011016222169587838,2.637506046331505e-06,6.300837300687666e-06,0.7049222720661004,23424.0,16396.8,16396.8,0.7,0.7,0.0,19488.745117561884,13870.055768383689,532.4793747967727,1.201924488144285,1.5024056101803565,1,ok
M16,12.9,16.0,2.0,14.701,157.0,37.659196577495955,45.646231197521885,202318.21441129447,204445.02524564025,0.1395995200101385,0.11353062388629892,377.9558273724013,8460.76004375829,0.01543313137839031,2.312205216776351e-06,2.8680537975355675e-07,0.11035175467790995,172700.0,120889.99999999999,120889.99999999999,0.7,0.7,0.0,121823.65971673746,107424.82023652131,775.9468771766717,1.417622819750773,1.5722725819054026,1,ok
M12,10.9,12.0,1.75,10.863,84.3,29.554366733018462,30.670179328306354,209180.53694219983,205342.23456703377,0.13138351877606796,0.1462506423738724,167.17569603658634,19292.324051283438,0.00649216408029803,1.4740368388946315e-06,2.8286313278698854e-07,0.16100127346250998,79242.0,55469.399999999994,55469.399999999994,0.7,0.7,0.0,58575.488740308036,35587.9263801048,694.8456552824204,1.3528184178081053,1.4967352707664143,1,ok
M8,8.8,8.0,1.25,7.188,36.6,17.728330736915574,49.90729254871613,209757.54718942355,202755.99680523787,0.15023004929439102,0.15490616188760364,32.212043269315444,3921.7082954566754,0.014282752888180275,5.358374128249394e-06,1.4263558197337304e-06,0.21023030108335244,23424.0,16396.8,16396.8,0.7,0.7,0.0,17221.26191571494,11194.421507752286,470.5262818501349,1.3601790690277389,1.7002238362846736,1,ok
M20,8.8,20.0,2.5,18.376,245.0,35.80612705256876,79.93081874387293,201924.36920057764,201185.9009917853,0.15336826145425428,0.11716319115814042,360.2331375202371,15834.759777894467,0.0193866109873207,2.0676528460455043e-06,7.991729298569785e-07,0.2787657822022328,156800.0,109760.0,109760.0,0.7,0.7,0.0,114174.18919546921,91577.0334776897,466.0170987570172,1.3733401665025557,1.7166752081281949,1,ok
M8,10.9,8.0,1.25,7.188,36.6,14.51226530627448,76.33345213370107,206878.80926669057,206851.22818318286,0.09239506569254545,0.10948509588949616,29.543669208791197,5358.003627676851,0.00762946613319544,2.426568611810089e-06,3.939440612862877e-06,0.6188242074162645,34404.0,24082.8,24082.8,0.7,0.7,0.0,27398.462348230598,20841.98949691115,748.5918674379944,1.2556909056694499,1.3892750445704551,1,ok
M12,12.9,12.0,1.75,10.863,84.3,18.908289614901904,74.48745148770183,201310.17762439488,203238.86105877042,0.1575566650592224,0.05709179952496585,76.49644777946546,11199.78657162493,0.004196270052133458,2.813556887226156e-06,3.9857133163126325e-06,0.5861972236723588,92730.0,64910.99999999999,64910.99999999999,0.7,0.7,0.0,71476.28379400949,59659.332449325615,847.879997556459,1.2973534028048028,1.4388828649289631,1,ok
M8,8.8,8.0,1.25,7.188,36.6,15.066217127041105,70.80203662908383,206474.4835891858,205973.29138261266,0.17307398208483565,0.1406787664753435,26.682525296566318,1004.5878512813836,0.007990025034412351,3.7163282777447748e-06,3.2249385103697684e-06,0.4646037400394689,23424.0,16396.8,16396.8,0.7,0.7,0.0,16863.535272903544,14707.857097865468,460.7523298607525,1.3890325854530552,1.736290731816319,1,ok
M10,12.9,10.0,1.5,9.026,58.0,15.18913521148286,31.88948903840299,201459.02640079783,209879.695466041,0.15289744255393128,0.1459718934323915,77.95443839786145,6381.9361792050995,0.004853711123836337,3.212481304912374e-06,2.2886301560142887e-06,0.4160305007942465,63800.0,44660.0,44660.0,0.7,0.7,0.0,47315.080104671615,40050.829295357435,815.7772431839934,1.348407312401459,1.4955062919361637,1,ok
M8,12.9,8.0,1.25,7.188,36.6,19.93870605560282,49.93265986392032,201535.73172203364,206212.72101546306,0.13741774584386046,0.1424990544344361,56.502322908050175,4285.660387000907,0.003027696543076045,4.152614089339741e-06,1.0551622883779546e-06,0.20261282586799143,40260.0,28182.0,28182.0,0.7,0.7,0.0,29050.329761720765,24183.289468310948,793.7248568776165,1.3858706710121436,1.5370565623952865,1,ok
M16,10.9,16.0,2.0,14.701,157.0,26.367982511698756,47.04009208925255,204609.7288880112,209783.641482485,0.13962423177085923,0.0822073929729897,196.6906381784384,13326.084630913614,0.013681407289427423,1.7573981226094886e-06,8.385670676720014e-07,0.32302708480504416,147580.0,103306.0,103306.0,0.7,0.7,0.0,107610.68627018933,89014.34326268172,685.4183838865562,1.3714251355061111,1.5173214265173995,1,ok
M12,8.8,12.0,1.75,10.863,84.3,26.260087312612853,53.932905812925945,203732.20178558555,202303.25099576006,0.20103334720233532,0.10703603394646088,85.28344384076061,10551.888554307767,0.01575097134045386,2.9572268934709133e-06,7.190968681657979e-07,0.19560215987224522,53952.0,37766.399999999994,37766.399999999994,0.6999999999999998,0.6999999999999998,0.0,39830.372191953815,24994.048326257296,472.48365589506307,1.3545442091273983,1.693180261409248,1,ok
M12,12.9,12.0,1.75,10.863,84.3,24.232101763081275,69.18582042066429,208455.58650671467,200286.7403495273,0.12289468798268294,0.07936751325531836,104.35106064486718,22743.94100839781,0.017098459484037647,3.216385219342922e-06,1.1407048810695998e-06,0.2618042901985433,92730.0,64910.99999999999,64910.99999999999,0.7,0.7,0.0,70865.46133202112,44197.23620509687,840.63417950203,1.3085358968530303,1.4512852674188155,1,ok
M10,12.9,10.0,1.5,9.026,58.0,23.039833433594318,44.53304038628792,205235.78708151754,200005.66304672556,0.07976590475376488,0.11973385800293324,87.26309739908677,12577.638261957418,0.011813683092026437,4.674452975102604e-06,7.796006509627324e-07,0.14293967467370722,63800.0,44660.0,44660.0,0.7,0.7,0.0,46457.84352132776,31714.168050720997,800.9973020918579,1.3732880212296303,1.5231012599092264,1,ok
